order_id,order_date,region,product_id,supplier_id,quantity,unit_sales,revenue,promised_date,delivered_date,delivery_days,delivery_status,fulfillment_status,return_flag,late_flag
O001823,2025-08-10,Central,P0027,S010,4,275.2,1100.8,2025-08-12,2025-08-13,3,Late,Fulfilled,0,1
O001824,2025-03-11,North,P0007,S010,2,85.99,171.98,2025-03-17,2025-03-16,5,On Time,Fulfilled,0,0
O001825,2025-06-26,East,P0049,S004,2,224.76,449.52,2025-07-02,2025-07-02,6,On Time,Fulfilled,0,0
O001826,2025-03-04,West,P0040,S001,7,216.21,1513.47,2025-03-06,2025-03-05,1,On Time,Fulfilled,0,0
O001827,2025-11-29,East,P0020,S001,6,148.59,891.54,2025-12-01,2025-12-02,3,Late,Fulfilled,0,1
O001828,2025-05-01,Central,P0015,S010,4,312.58,1250.32,2025-05-07,2025-05-08,7,Late,Fulfilled,0,1
O001829,2025-05-26,South,P0043,S010,8,254.39,2035.12,2025-05-28,2025-05-28,2,On Time,Fulfilled,0,0
O001830,2025-11-15,West,P0011,S010,7,132.12,924.84,2025-11-20,2025-11-20,5,On Time,Fulfilled,0,0
O001831,2025-12-02,North,P0034,S007,3,263.25,789.75,2025-12-07,2025-12-07,5,On Time,Fulfilled,0,0
O001832,2025-06-22,North,P0046,S007,5,225.07,1125.35,2025-06-26,2025-06-27,5,Late,Fulfilled,0,1
O001833,2025-08-27,East,P0032,S001,8,166.64,1333.12,2025-08-29,2025-08-30,3,Late,Fulfilled,0,1
O001834,2025-04-21,East,P0014,S007,8,195.03,1560.24,2025-04-24,2025-04-23,2,On Time,Returned,1,0
O001835,2025-04-02,North,P0001,S004,7,289.3,2025.1,2025-04-06,2025-04-05,3,On Time,Fulfilled,0,0
O001836,2025-11-13,Central,P0031,S010,3,75.12,225.36,2025-11-17,2025-11-18,5,Late,Fulfilled,0,1
O001837,2025-09-08,Central,P0036,S001,6,98.04,588.24,2025-09-14,2025-09-15,7,Late,Fulfilled,0,1
O001838,2025-05-14,Central,P0004,S001,5,209.94,1049.7,2025-05-19,2025-05-18,4,On Time,Fulfilled,0,0
O001839,2025-12-18,North,P0023,S010,6,93.63,561.78,2025-12-22,2025-12-24,6,Late,Fulfilled,0,1
O001840,2025-06-18,East,P0020,S001,2,148.59,297.18,2025-06-21,2025-06-22,4,Late,Fulfilled,0,1
O001841,2025-08-16,West,P0052,S001,6,57.76,346.56,2025-08-20,2025-08-21,5,Late,Fulfilled,0,1
O001842,2025-12-05,West,P0043,S010,7,254.39,1780.73,2025-12-10,2025-12-10,5,On Time,Fulfilled,0,0
O001843,2025-03-17,West,P0032,S001,3,166.64,499.92,2025-03-23,2025-03-23,6,On Time,Fulfilled,0,0
O001844,2025-10-01,South,P0038,S007,6,97.26,583.56,2025-10-04,2025-10-04,3,On Time,Fulfilled,0,0
O001845,2025-03-31,South,P0008,S001,2,158.77,317.54,2025-04-04,2025-04-04,4,On Time,Fulfilled,0,0
O001846,2025-08-12,East,P0010,S007,7,101.15,708.05,2025-08-17,2025-08-16,4,On Time,Fulfilled,0,0
O001847,2025-02-18,South,P0029,S004,5,76.33,381.65,2025-02-23,2025-02-23,5,On Time,Fulfilled,0,0
O001848,2025-09-27,West,P0025,S004,5,171.85,859.25,2025-10-01,2025-10-01,4,On Time,Fulfilled,0,0
O001849,2025-08-19,West,P0004,S001,1,209.94,209.94,2025-08-25,2025-08-24,5,On Time,Fulfilled,0,0
O001850,2025-04-24,North,P0059,S010,4,209.28,837.12,2025-04-26,2025-04-27,3,Late,Fulfilled,0,1
O001851,2025-08-13,Central,P0009,S004,2,209.42,418.84,2025-08-17,2025-08-19,6,Late,Fulfilled,0,1
O001852,2025-01-17,South,P0042,S007,7,315.31,2207.17,2025-01-22,2025-01-23,6,Late,Fulfilled,0,1
O001853,2025-01-23,East,P0024,S001,8,64.9,519.2,2025-01-25,2025-01-28,5,Late,Fulfilled,0,1
O001854,2025-12-05,East,P0051,S010,6,159.11,954.66,2025-12-07,2025-12-07,2,On Time,Fulfilled,0,0
O001855,2025-08-11,West,P0044,S001,4,281.48,1125.92,2025-08-17,2025-08-17,6,On Time,Fulfilled,0,0
O001856,2025-01-20,South,P0047,S010,2,108.12,216.24,2025-01-25,2025-01-24,4,On Time,Fulfilled,0,0
O001857,2025-11-22,South,P0035,S010,3,211.82,635.46,2025-11-24,2025-11-24,2,On Time,Fulfilled,0,0
O001858,2025-11-07,Central,P0059,S010,5,209.28,1046.4,2025-11-10,2025-11-09,2,On Time,Fulfilled,0,0
O001859,2025-04-26,Central,P0020,S001,6,148.59,891.54,2025-04-29,2025-04-29,3,On Time,Fulfilled,0,0
O001860,2025-06-07,Central,P0033,S004,1,183.37,183.37,2025-06-10,2025-06-16,9,Late,Fulfilled,0,1
O001861,2025-02-05,East,P0004,S001,6,209.94,1259.64,2025-02-08,2025-02-08,3,On Time,Fulfilled,0,0
O001862,2025-04-11,West,P0039,S010,7,71.46,500.22,2025-04-13,2025-04-14,3,Late,Fulfilled,0,1
O001863,2025-11-02,East,P0052,S001,5,57.76,288.8,2025-11-05,2025-11-05,3,On Time,Fulfilled,0,0
O001864,2025-12-10,North,P0006,S007,7,73.03,511.21,2025-12-14,2025-12-13,3,On Time,Fulfilled,0,0
O001865,2025-05-21,West,P0044,S001,7,281.48,1970.36,2025-05-23,2025-05-24,3,Late,Fulfilled,0,1
O001866,2025-10-29,Central,P0014,S007,5,195.03,975.15,2025-11-01,2025-11-01,3,On Time,Fulfilled,0,0
O001867,2025-09-10,West,P0021,S004,4,179.24,716.96,2025-09-12,2025-09-17,7,Late,Fulfilled,0,1
O001868,2025-05-15,North,P0042,S007,5,315.31,1576.55,2025-05-21,2025-05-20,5,On Time,Fulfilled,0,0
O001869,2025-04-26,West,P0002,S007,1,244.65,244.65,2025-05-01,2025-05-01,5,On Time,Returned,1,0
O001870,2025-07-09,Central,P0017,S004,3,179.09,537.27,2025-07-11,2025-07-10,1,On Time,Fulfilled,0,0
O001871,2025-01-10,West,P0022,S007,1,174.48,174.48,2025-01-14,2025-01-15,5,Late,Fulfilled,0,1
O001872,2025-04-11,East,P0057,S004,5,302.85,1514.25,2025-04-16,2025-04-17,6,Late,Fulfilled,0,1
O001873,2025-05-08,East,P0041,S004,3,162.16,486.48,2025-05-13,2025-05-13,5,On Time,Fulfilled,0,0
O001874,2025-01-15,Central,P0022,S007,1,174.48,174.48,2025-01-20,2025-01-21,6,Late,Fulfilled,0,1
O001875,2025-03-29,Central,P0008,S001,1,158.77,158.77,2025-04-03,2025-04-03,5,On Time,Fulfilled,0,0
O001876,2025-09-06,West,P0028,S001,6,123.49,740.94,2025-09-10,2025-09-13,7,Late,Fulfilled,0,1
O001877,2025-03-30,South,P0035,S010,2,211.82,423.64,2025-04-01,2025-04-06,7,Late,Fulfilled,0,1
O001878,2025-03-02,Central,P0025,S004,3,171.85,515.55,2025-03-08,2025-03-07,5,On Time,Fulfilled,0,0
O001879,2025-08-21,East,P0037,S004,8,84.71,677.68,2025-08-25,2025-08-25,4,On Time,Fulfilled,0,0
O001880,2025-05-09,East,P0032,S001,7,166.64,1166.48,2025-05-11,2025-05-11,2,On Time,Fulfilled,0,0
O001881,2025-05-30,South,P0013,S004,6,290.72,1744.32,2025-06-05,2025-06-04,5,On Time,Fulfilled,0,0
O001882,2025-05-08,East,P0017,S004,6,179.09,1074.54,2025-05-13,2025-05-12,4,On Time,Fulfilled,0,0
O001883,2025-05-07,North,P0051,S010,7,159.11,1113.77,2025-05-09,2025-05-09,2,On Time,Fulfilled,0,0
O001884,2025-07-10,West,P0032,S001,3,166.64,499.92,2025-07-12,2025-07-12,2,On Time,Fulfilled,0,0
O001885,2025-06-04,East,P0049,S004,7,224.76,1573.32,2025-06-09,2025-06-10,6,Late,Fulfilled,0,1
O001886,2025-05-21,West,P0053,S004,1,133.42,133.42,2025-05-27,2025-05-29,8,Late,Fulfilled,0,1
O001887,2025-11-27,South,P0040,S001,1,216.21,216.21,2025-11-30,2025-12-02,5,Late,Fulfilled,0,1
O001888,2025-10-30,West,P0030,S007,1,299.53,299.53,2025-11-05,2025-11-05,6,On Time,Fulfilled,0,0
O001889,2025-10-16,West,P0020,S001,7,148.59,1040.13,2025-10-19,2025-10-18,2,On Time,Fulfilled,0,0
O001890,2025-06-21,North,P0051,S010,8,159.11,1272.88,2025-06-27,2025-06-28,7,Late,Fulfilled,0,1
O001891,2025-01-25,Central,P0060,S001,7,118.33,828.31,2025-01-31,2025-01-30,5,On Time,Fulfilled,0,0
O001892,2025-01-16,West,P0019,S010,1,269.79,269.79,2025-01-19,2025-01-18,2,On Time,Fulfilled,0,0
O001893,2025-09-07,West,P0044,S001,4,281.48,1125.92,2025-09-09,2025-09-14,7,Late,Fulfilled,0,1
O001894,2025-08-20,East,P0005,S004,5,247.38,1236.9,2025-08-25,2025-08-26,6,Late,Fulfilled,0,1
O001895,2025-01-22,West,P0005,S004,2,247.38,494.76,2025-01-28,2025-01-31,9,Late,Fulfilled,0,1
O001896,2025-10-06,West,P0024,S001,4,64.9,259.6,2025-10-11,2025-10-12,6,Late,Fulfilled,0,1
O001897,2025-11-12,Central,P0022,S007,1,174.48,174.48,2025-11-18,2025-11-21,9,Late,Fulfilled,0,1
O001898,2025-08-21,West,P0008,S001,2,158.77,317.54,2025-08-24,2025-08-25,4,Late,Fulfilled,0,1
O001899,2025-03-20,East,P0035,S010,5,211.82,1059.1,2025-03-24,2025-03-23,3,On Time,Fulfilled,0,0
O001900,2025-06-27,South,P0015,S010,7,312.58,2188.06,2025-06-29,2025-06-29,2,On Time,Fulfilled,0,0
O001901,2025-09-22,East,P0015,S010,8,312.58,2500.64,2025-09-28,2025-09-27,5,On Time,Fulfilled,0,0
O001902,2025-08-04,South,P0053,S004,1,133.42,133.42,2025-08-06,2025-08-05,1,On Time,Fulfilled,0,0
O001903,2025-07-11,West,P0036,S001,7,98.04,686.28,2025-07-13,2025-07-14,3,Late,Fulfilled,0,1
O001904,2025-12-03,South,P0047,S010,1,108.12,108.12,2025-12-08,2025-12-08,5,On Time,Fulfilled,0,0
O001905,2025-05-12,East,P0021,S004,1,179.24,179.24,2025-05-17,2025-05-17,5,On Time,Fulfilled,0,0
O001906,2025-12-05,North,P0019,S010,8,269.79,2158.32,2025-12-09,2025-12-10,5,Late,Fulfilled,0,1
O001907,2025-10-02,Central,P0013,S004,5,290.72,1453.6,2025-10-07,2025-10-12,10,Late,Fulfilled,0,1
O001908,2025-10-11,West,P0020,S001,3,148.59,445.77,2025-10-13,2025-10-12,1,On Time,Fulfilled,0,0
O001909,2025-11-17,East,P0059,S010,5,209.28,1046.4,2025-11-23,2025-11-23,6,On Time,Fulfilled,0,0
O001910,2025-04-24,West,P0060,S001,7,118.33,828.31,2025-04-29,2025-04-30,6,Late,Fulfilled,0,1
O001911,2025-03-23,West,P0041,S004,1,162.16,162.16,2025-03-25,2025-03-26,3,Late,Fulfilled,0,1
O001912,2025-08-21,Central,P0028,S001,7,123.49,864.43,2025-08-27,2025-08-26,5,On Time,Fulfilled,0,0
O001913,2025-04-06,North,P0025,S004,8,171.85,1374.8,2025-04-11,2025-04-12,6,Late,Fulfilled,0,1
O001914,2025-07-22,South,P0002,S007,1,244.65,244.65,2025-07-26,2025-07-26,4,On Time,Fulfilled,0,0
O001915,2025-10-04,East,P0047,S010,6,108.12,648.72,2025-10-10,2025-10-11,7,Late,Fulfilled,0,1
O001916,2025-09-23,Central,P0054,S007,3,261.11,783.33,2025-09-25,2025-10-01,8,Late,Returned,1,1
O001917,2025-05-24,South,P0031,S010,4,75.12,300.48,2025-05-30,2025-05-29,5,On Time,Fulfilled,0,0
O001918,2025-08-01,West,P0051,S010,8,159.11,1272.88,2025-08-03,2025-08-02,1,On Time,Fulfilled,0,0
O001919,2025-08-29,East,P0028,S001,1,123.49,123.49,2025-09-01,2025-09-02,4,Late,Fulfilled,0,1
O001920,2025-03-15,South,P0035,S010,8,211.82,1694.56,2025-03-18,2025-03-20,5,Late,Fulfilled,0,1
O001921,2025-11-08,Central,P0015,S010,2,312.58,625.16,2025-11-10,2025-11-10,2,On Time,Fulfilled,0,0
O001922,2025-10-11,West,P0001,S004,6,289.3,1735.8,2025-10-15,2025-10-16,5,Late,Fulfilled,0,1
O001923,2025-12-08,East,P0017,S004,6,179.09,1074.54,2025-12-13,2025-12-13,5,On Time,Fulfilled,0,0
O001924,2025-08-12,West,P0005,S004,7,247.38,1731.66,2025-08-15,2025-08-20,8,Late,Fulfilled,0,1
O001925,2025-02-05,East,P0052,S001,2,57.76,115.52,2025-02-10,2025-02-10,5,On Time,Fulfilled,0,0
O001926,2025-12-03,South,P0027,S010,1,275.2,275.2,2025-12-08,2025-12-07,4,On Time,Returned,1,0
O001927,2025-12-27,North,P0041,S004,4,162.16,648.64,2026-01-01,2026-01-03,7,Late,Fulfilled,0,1
O001928,2025-12-11,Central,P0031,S010,5,75.12,375.6,2025-12-13,2025-12-14,3,Late,Fulfilled,0,1
O001929,2025-12-21,South,P0060,S001,2,118.33,236.66,2025-12-23,2025-12-24,3,Late,Fulfilled,0,1
O001930,2025-12-23,North,P0040,S001,3,216.21,648.63,2025-12-29,2025-12-28,5,On Time,Fulfilled,0,0
O001931,2025-05-05,West,P0009,S004,7,209.42,1465.94,2025-05-10,2025-05-09,4,On Time,Fulfilled,0,0
O001932,2025-01-18,East,P0029,S004,5,76.33,381.65,2025-01-22,2025-01-22,4,On Time,Fulfilled,0,0
O001933,2025-04-04,East,P0038,S007,3,97.26,291.78,2025-04-09,2025-04-09,5,On Time,Fulfilled,0,0
O001934,2025-06-23,North,P0059,S010,8,209.28,1674.24,2025-06-28,2025-06-28,5,On Time,Fulfilled,0,0
O001935,2025-08-02,Central,P0059,S010,2,209.28,418.56,2025-08-05,2025-08-07,5,Late,Fulfilled,0,1
O001936,2025-11-01,East,P0036,S001,3,98.04,294.12,2025-11-05,2025-11-04,3,On Time,Fulfilled,0,0
O001937,2025-11-27,East,P0023,S010,3,93.63,280.89,2025-12-02,2025-12-01,4,On Time,Fulfilled,0,0
O001938,2025-03-23,Central,P0009,S004,2,209.42,418.84,2025-03-27,2025-03-29,6,Late,Fulfilled,0,1
O001939,2025-02-11,West,P0012,S001,7,86.98,608.86,2025-02-13,2025-02-13,2,On Time,Fulfilled,0,0
O001940,2025-02-11,West,P0023,S010,7,93.63,655.41,2025-02-16,2025-02-17,6,Late,Fulfilled,0,1
O001941,2025-08-05,North,P0006,S007,5,73.03,365.15,2025-08-07,2025-08-06,1,On Time,Fulfilled,0,0
O001942,2025-08-10,North,P0014,S007,3,195.03,585.09,2025-08-16,2025-08-15,5,On Time,Fulfilled,0,0
O001943,2025-08-21,West,P0052,S001,7,57.76,404.32,2025-08-25,2025-08-25,4,On Time,Fulfilled,0,0
O001944,2025-08-19,West,P0018,S007,1,79.76,79.76,2025-08-23,2025-08-23,4,On Time,Fulfilled,0,0
O001945,2025-11-06,West,P0015,S010,7,312.58,2188.06,2025-11-10,2025-11-09,3,On Time,Fulfilled,0,0
O001946,2025-10-23,South,P0020,S001,5,148.59,742.95,2025-10-29,2025-10-28,5,On Time,Fulfilled,0,0
O001947,2025-10-08,South,P0056,S001,4,210.07,840.28,2025-10-11,2025-10-12,4,Late,Fulfilled,0,1
O001948,2025-12-09,West,P0043,S010,6,254.39,1526.34,2025-12-12,2025-12-12,3,On Time,Fulfilled,0,0
O001949,2025-01-20,East,P0004,S001,3,209.94,629.82,2025-01-23,2025-01-23,3,On Time,Fulfilled,0,0
O001950,2025-07-22,South,P0005,S004,3,247.38,742.14,2025-07-24,2025-07-23,1,On Time,Fulfilled,0,0
O001951,2025-01-09,East,P0042,S007,1,315.31,315.31,2025-01-14,2025-01-14,5,On Time,Fulfilled,0,0
O001952,2025-05-18,South,P0021,S004,1,179.24,179.24,2025-05-20,2025-05-26,8,Late,Fulfilled,0,1
O001953,2025-07-31,West,P0002,S007,2,244.65,489.3,2025-08-06,2025-08-07,7,Late,Fulfilled,0,1
O001954,2025-04-19,East,P0036,S001,8,98.04,784.32,2025-04-25,2025-04-26,7,Late,Fulfilled,0,1
O001955,2025-05-30,South,P0025,S004,4,171.85,687.4,2025-06-05,2025-06-05,6,On Time,Fulfilled,0,0
O001956,2025-08-03,East,P0029,S004,8,76.33,610.64,2025-08-06,2025-08-06,3,On Time,Fulfilled,0,0
O001957,2025-11-04,South,P0034,S007,8,263.25,2106.0,2025-11-06,2025-11-05,1,On Time,Fulfilled,0,0
O001958,2025-12-09,Central,P0007,S010,7,85.99,601.93,2025-12-13,2025-12-14,5,Late,Fulfilled,0,1
O001959,2025-05-14,Central,P0040,S001,1,216.21,216.21,2025-05-19,2025-05-22,8,Late,Returned,1,1
O001960,2025-09-28,East,P0029,S004,3,76.33,228.99,2025-10-01,2025-09-30,2,On Time,Fulfilled,0,0
O001961,2025-05-29,North,P0038,S007,2,97.26,194.52,2025-06-01,2025-05-31,2,On Time,Fulfilled,0,0
O001962,2025-09-20,Central,P0033,S004,1,183.37,183.37,2025-09-24,2025-09-23,3,On Time,Fulfilled,0,0
O001963,2025-09-11,North,P0046,S007,7,225.07,1575.49,2025-09-15,2025-09-14,3,On Time,Fulfilled,0,0
O001964,2025-05-22,East,P0002,S007,2,244.65,489.3,2025-05-24,2025-05-23,1,On Time,Fulfilled,0,0
O001965,2025-11-21,North,P0054,S007,4,261.11,1044.44,2025-11-27,2025-11-27,6,On Time,Fulfilled,0,0
O001966,2025-04-07,Central,P0031,S010,3,75.12,225.36,2025-04-10,2025-04-16,9,Late,Fulfilled,0,1
O001967,2025-02-14,South,P0038,S007,4,97.26,389.04,2025-02-19,2025-02-22,8,Late,Fulfilled,0,1
O001968,2025-03-29,West,P0032,S001,1,166.64,166.64,2025-04-02,2025-04-03,5,Late,Fulfilled,0,1
O001969,2025-12-21,South,P0020,S001,4,148.59,594.36,2025-12-26,2025-12-26,5,On Time,Fulfilled,0,0
O001970,2025-03-03,North,P0044,S001,6,281.48,1688.88,2025-03-08,2025-03-09,6,Late,Fulfilled,0,1
O001971,2025-06-14,Central,P0015,S010,2,312.58,625.16,2025-06-17,2025-06-16,2,On Time,Fulfilled,0,0
O001972,2025-03-20,North,P0015,S010,4,312.58,1250.32,2025-03-22,2025-03-22,2,On Time,Fulfilled,0,0
O001973,2025-06-21,East,P0015,S010,8,312.58,2500.64,2025-06-23,2025-06-23,2,On Time,Fulfilled,0,0
O001974,2025-06-08,North,P0030,S007,3,299.53,898.59,2025-06-12,2025-06-11,3,On Time,Returned,1,0
O001975,2025-01-14,East,P0050,S007,4,37.5,150.0,2025-01-18,2025-01-17,3,On Time,Fulfilled,0,0
O001976,2025-10-27,South,P0016,S001,6,140.21,841.26,2025-11-02,2025-11-01,5,On Time,Fulfilled,0,0
O001977,2025-11-08,Central,P0022,S007,1,174.48,174.48,2025-11-14,2025-11-15,7,Late,Fulfilled,0,1
O001978,2025-01-30,South,P0054,S007,4,261.11,1044.44,2025-02-01,2025-02-01,2,On Time,Fulfilled,0,0
O001979,2025-10-07,North,P0004,S001,4,209.94,839.76,2025-10-13,2025-10-12,5,On Time,Fulfilled,0,0
O001980,2025-12-08,South,P0040,S001,6,216.21,1297.26,2025-12-11,2025-12-10,2,On Time,Fulfilled,0,0
O001981,2025-04-05,West,P0045,S004,6,109.48,656.88,2025-04-07,2025-04-07,2,On Time,Fulfilled,0,0
O001982,2025-11-13,North,P0002,S007,7,244.65,1712.55,2025-11-15,2025-11-16,3,Late,Fulfilled,0,1
O001983,2025-03-12,West,P0045,S004,6,109.48,656.88,2025-03-18,2025-03-19,7,Late,Fulfilled,0,1
O001984,2025-07-27,East,P0048,S001,3,141.97,425.91,2025-08-02,2025-08-03,7,Late,Fulfilled,0,1
O001985,2025-11-14,West,P0038,S007,8,97.26,778.08,2025-11-18,2025-11-22,8,Late,Fulfilled,0,1
O001986,2025-04-17,Central,P0016,S001,6,140.21,841.26,2025-04-20,2025-04-19,2,On Time,Fulfilled,0,0
O001987,2025-10-08,South,P0002,S007,6,244.65,1467.9,2025-10-11,2025-10-11,3,On Time,Fulfilled,0,0
O001988,2025-03-08,North,P0052,S001,1,57.76,57.76,2025-03-14,2025-03-13,5,On Time,Fulfilled,0,0
O001989,2025-11-12,Central,P0046,S007,1,225.07,225.07,2025-11-16,2025-11-15,3,On Time,Fulfilled,0,0
O001990,2025-06-12,West,P0026,S007,5,250.97,1254.85,2025-06-17,2025-06-17,5,On Time,Fulfilled,0,0
O001991,2025-03-05,South,P0010,S007,4,101.15,404.6,2025-03-09,2025-03-08,3,On Time,Fulfilled,0,0
O001992,2025-11-23,East,P0023,S010,1,93.63,93.63,2025-11-26,2025-11-26,3,On Time,Fulfilled,0,0
O001993,2025-02-18,East,P0006,S007,7,73.03,511.21,2025-02-21,2025-02-20,2,On Time,Fulfilled,0,0
O001994,2025-07-31,Central,P0008,S001,8,158.77,1270.16,2025-08-06,2025-08-08,8,Late,Fulfilled,0,1
O001995,2025-03-17,South,P0005,S004,3,247.38,742.14,2025-03-21,2025-03-20,3,On Time,Fulfilled,0,0
O001996,2025-01-24,Central,P0056,S001,3,210.07,630.21,2025-01-30,2025-01-31,7,Late,Fulfilled,0,1
O001997,2025-02-24,North,P0017,S004,3,179.09,537.27,2025-02-27,2025-03-03,7,Late,Fulfilled,0,1
O001998,2025-09-16,South,P0014,S007,1,195.03,195.03,2025-09-18,2025-09-19,3,Late,Fulfilled,0,1
O001999,2025-02-03,North,P0031,S010,3,75.12,225.36,2025-02-07,2025-02-08,5,Late,Fulfilled,0,1
O002000,2025-12-29,South,P0038,S007,7,97.26,680.82,2025-12-31,2025-12-30,1,On Time,Fulfilled,0,0
O002001,2025-12-01,West,P0007,S010,8,85.99,687.92,2025-12-07,2025-12-08,7,Late,Fulfilled,0,1
O002002,2025-07-03,West,P0058,S007,1,66.02,66.02,2025-07-07,2025-07-08,5,Late,Fulfilled,0,1
O002003,2025-06-23,South,P0042,S007,4,315.31,1261.24,2025-06-27,2025-06-26,3,On Time,Fulfilled,0,0
O002004,2025-07-08,Central,P0056,S001,3,210.07,630.21,2025-07-12,2025-07-12,4,On Time,Fulfilled,0,0
O002005,2025-09-02,Central,P0025,S004,4,171.85,687.4,2025-09-04,2025-09-08,6,Late,Fulfilled,0,1
O002006,2025-09-09,Central,P0020,S001,1,148.59,148.59,2025-09-15,2025-09-15,6,On Time,Fulfilled,0,0
O002007,2025-07-27,Central,P0054,S007,8,261.11,2088.88,2025-07-31,2025-07-30,3,On Time,Fulfilled,0,0
O002008,2025-05-13,South,P0020,S001,6,148.59,891.54,2025-05-15,2025-05-16,3,Late,Fulfilled,0,1
O002009,2025-12-16,North,P0030,S007,1,299.53,299.53,2025-12-18,2025-12-19,3,Late,Fulfilled,0,1
O002010,2025-08-23,East,P0004,S001,5,209.94,1049.7,2025-08-26,2025-08-27,4,Late,Fulfilled,0,1
O002011,2025-07-03,South,P0049,S004,6,224.76,1348.56,2025-07-06,2025-07-05,2,On Time,Fulfilled,0,0
O002012,2025-12-16,West,P0059,S010,2,209.28,418.56,2025-12-22,2025-12-23,7,Late,Fulfilled,0,1
O002013,2025-06-16,Central,P0030,S007,6,299.53,1797.18,2025-06-19,2025-06-18,2,On Time,Fulfilled,0,0
O002014,2025-12-10,West,P0056,S001,2,210.07,420.14,2025-12-12,2025-12-11,1,On Time,Fulfilled,0,0
O002015,2025-10-23,South,P0038,S007,4,97.26,389.04,2025-10-25,2025-10-25,2,On Time,Fulfilled,0,0
O002016,2025-02-19,West,P0011,S010,4,132.12,528.48,2025-02-22,2025-02-21,2,On Time,Fulfilled,0,0
O002017,2025-07-23,North,P0029,S004,8,76.33,610.64,2025-07-29,2025-07-30,7,Late,Fulfilled,0,1
O002018,2025-08-01,West,P0016,S001,3,140.21,420.63,2025-08-03,2025-08-02,1,On Time,Fulfilled,0,0
O002019,2025-04-25,North,P0028,S001,8,123.49,987.92,2025-04-29,2025-04-28,3,On Time,Fulfilled,0,0
O002020,2025-01-06,Central,P0032,S001,1,166.64,166.64,2025-01-08,2025-01-12,6,Late,Fulfilled,0,1
O002021,2025-05-22,East,P0038,S007,3,97.26,291.78,2025-05-24,2025-05-24,2,On Time,Fulfilled,0,0
O002022,2025-09-26,East,P0048,S001,3,141.97,425.91,2025-09-29,2025-09-29,3,On Time,Fulfilled,0,0
O002023,2025-04-14,North,P0025,S004,2,171.85,343.7,2025-04-16,2025-04-17,3,Late,Fulfilled,0,1
O002024,2025-01-08,North,P0050,S007,2,37.5,75.0,2025-01-13,2025-01-14,6,Late,Fulfilled,0,1
O002025,2025-04-03,North,P0048,S001,2,141.97,283.94,2025-04-08,2025-04-09,6,Late,Fulfilled,0,1
O002026,2025-12-10,South,P0002,S007,8,244.65,1957.2,2025-12-16,2025-12-16,6,On Time,Returned,1,0
O002027,2025-10-16,South,P0042,S007,7,315.31,2207.17,2025-10-19,2025-10-18,2,On Time,Fulfilled,0,0
O002028,2025-06-14,East,P0055,S010,6,76.46,458.76,2025-06-16,2025-06-15,1,On Time,Fulfilled,0,0
O002029,2025-02-27,North,P0057,S004,2,302.85,605.7,2025-03-02,2025-03-02,3,On Time,Fulfilled,0,0
O002030,2025-03-11,North,P0019,S010,2,269.79,539.58,2025-03-15,2025-03-15,4,On Time,Fulfilled,0,0
O002031,2025-02-21,North,P0054,S007,8,261.11,2088.88,2025-02-26,2025-02-27,6,Late,Fulfilled,0,1
O002032,2025-06-24,South,P0051,S010,6,159.11,954.66,2025-06-30,2025-06-29,5,On Time,Fulfilled,0,0
O002033,2025-12-28,East,P0018,S007,1,79.76,79.76,2026-01-03,2026-01-04,7,Late,Fulfilled,0,1
O002034,2025-05-18,West,P0048,S001,8,141.97,1135.76,2025-05-21,2025-05-22,4,Late,Fulfilled,0,1
O002035,2025-10-26,Central,P0056,S001,5,210.07,1050.35,2025-11-01,2025-11-05,10,Late,Fulfilled,0,1
O002036,2025-08-13,West,P0022,S007,8,174.48,1395.84,2025-08-15,2025-08-16,3,Late,Fulfilled,0,1
O002037,2025-08-19,West,P0001,S004,1,289.3,289.3,2025-08-24,2025-08-23,4,On Time,Fulfilled,0,0
O002038,2025-10-02,West,P0031,S010,2,75.12,150.24,2025-10-04,2025-10-05,3,Late,Fulfilled,0,1
O002039,2025-09-09,East,P0012,S001,5,86.98,434.9,2025-09-11,2025-09-12,3,Late,Fulfilled,0,1
O002040,2025-05-08,North,P0021,S004,7,179.24,1254.68,2025-05-12,2025-05-11,3,On Time,Fulfilled,0,0
O002041,2025-12-08,South,P0053,S004,3,133.42,400.26,2025-12-14,2025-12-14,6,On Time,Fulfilled,0,0
O002042,2025-11-13,North,P0036,S001,4,98.04,392.16,2025-11-19,2025-11-23,10,Late,Fulfilled,0,1
O002043,2025-11-06,West,P0036,S001,7,98.04,686.28,2025-11-08,2025-11-11,5,Late,Fulfilled,0,1
O002044,2025-03-26,West,P0024,S001,5,64.9,324.5,2025-03-30,2025-03-29,3,On Time,Fulfilled,0,0
O002045,2025-11-11,East,P0039,S010,6,71.46,428.76,2025-11-15,2025-11-14,3,On Time,Fulfilled,0,0
O002046,2025-05-21,West,P0017,S004,1,179.09,179.09,2025-05-27,2025-05-28,7,Late,Fulfilled,0,1
O002047,2025-06-05,North,P0047,S010,5,108.12,540.6,2025-06-09,2025-06-10,5,Late,Fulfilled,0,1
O002048,2025-10-17,South,P0040,S001,4,216.21,864.84,2025-10-20,2025-10-20,3,On Time,Fulfilled,0,0
O002049,2025-05-24,Central,P0031,S010,4,75.12,300.48,2025-05-27,2025-05-26,2,On Time,Returned,1,0
O002050,2025-07-16,West,P0053,S004,7,133.42,933.94,2025-07-19,2025-07-19,3,On Time,Fulfilled,0,0
